16:01:02:191;KPME23;competitive;normal;0;6;6;6;6;6;6;0
16:01:36:913;KPME23;competitive;enhanced;0;6;6;6;6;6;6;0;6;6;6;6;6;6;0
16:02:09:412;KPME23;competitive;magical;0;6;6;6;6;6;6;0;6;6;6;6;6;6;0;6;4;5;5;6;5;0
