23:37:35:989;Target;82,76332;0,06526211;3,029511;12,17693
23:37:39:078;Ground;9,507839;0,1955056;0,04422444;7,8196
23:37:42:045;Target;77,73463;0,003376692;3,036737;12,17693
23:37:44:780;Target;78,00087;-0,05983264;2,964017;12,17693
23:37:47:468;Target;79,44836;0,1628169;3,055321;12,17693
23:37:49:715;Target;67,6634;-0,0621478;3,08804;12,17693
23:37:52:165;Target;82,4354;0,04432502;2,987774;12,17693
23:37:54:500;Target;69,95399;0,02202197;3,122807;12,17693
23:37:57:223;Target;80,53131;0,1618477;3,036573;12,17693
23:37:59:857;Target;80,3912;0,03474461;3,090852;12,17693
23:38:02:225;Target;67,02269;0,07544242;3,194621;12,17693
23:38:04:525;Target;73,56505;0,05733892;2,913771;12,17693
23:38:07:081;Target;67,2027;0,4268514;3,258903;12,17693
23:38:09:602;Target;67,01698;0,1334257;3,149787;12,17693
23:38:12:125;Target;80,87585;0,2382944;3,27137;12,17693
23:38:14:480;Target;67,28632;0,2694497;3,226548;12,17693
23:38:16:882;Target;77,82464;-0,276787;2,870028;12,17693
23:38:19:181;Target;69,60252;0,01819289;2,969251;12,17693
23:38:21:567;Target;80,27884;-0,2101485;2,65886;12,17693
23:38:24:066;Target;65,69435;0,231077;3,183471;12,17693
23:38:26:577;Target;83,8691;0,04932528;3,069288;12,17693
23:38:29:100;Target;69,56667;0,1174213;2,832959;12,17693
23:38:31:679;Target;69,50213;0,1604774;3,069345;12,17693
23:38:34:179;Target;75,60619;-0,06756743;2,559186;12,17693
23:38:36:623;Target;80,32162;-0,05234674;3,071506;12,17693
23:38:38:945;Target;76,34316;0,2371692;3,185441;12,17693
23:38:41:367;Target;83,73708;0,2134068;3,344764;12,17693
23:38:43:700;Target;65,75652;-0,1683288;3,15054;12,17693
23:38:46:665;Target;67,24036;0,2821887;3,4071;12,17693
23:38:49:267;Target;81,32576;0,178155;3,266143;12,17693
23:38:51:863;Target;82,7495;-0,05733167;3,083537;12,17693
23:38:54:368;Target;72,65379;0,1265226;3,189709;12,17693
23:38:57:045;Target;76,04331;0,1126342;3,364443;12,17693
23:38:59:445;Target;83,42113;0,09602508;3,106615;12,17693
23:39:02:023;Target;82,65668;0,2791321;3,324982;12,17693
23:39:04:578;Ground;9,079609;1,605639;0,05468038;7,124322
