15:37:24:097;KPME23;competitive;normal;0;3;3;3;3;3;3;0
15:37:34:140;KPME23;competitive;enhanced;0;3;3;3;3;3;3;0
15:37:44:175;KPME23;competitive;magical;0;3;3;3;3;3;3;0
