07:38:55:213;YYXX11;competitive;magical;3;2;125;2,084652;5;4;5;4;5;6;4;5;4
07:39:23:390;YYXX11;competitive;normal;8;5;350;1,575686;4;4;4;4;4;4;4;4;4
07:39:51:769;YYXX11;competitive;enhanced;15;5;300;1,883224;4;4;4;4;4;4;4;4;4
07:40:28:615;YYXX11;exploratory;magical;23;2;175;0,7408912;4;4;4;4;4;4;4;4;4
