08:18:12:120;Target;23,43464
08:18:18:055;Target;24,74948
08:18:23:090;Target;23,69995
08:18:28:129;Target;24,73374
08:18:33:234;Target;26,06363
08:18:39:932;Target;23,14474
08:18:45:710;Target;23,52802
08:18:50:698;Target;24,32189
08:18:55:788;Target;23,28286
08:19:00:633;Target;23,8498
08:19:05:109;Target;23,86547
08:19:09:287;Target;25,25739
08:19:13:333;Target;25,38712
08:19:17:356;Target;24,92774
08:19:21:533;Target;24,34904
08:19:25:576;Target;24,69585
08:19:29:676;Target;24,73417
08:19:33:809;Target;25,90416
08:19:38:574;Target;23,05041
08:19:42:267;Target;26,03005
08:19:46:362;Target;25,0633
08:19:50:188;Target;24,96572
08:19:53:933;Target;23,71592
08:19:58:013;Target;25,98684
08:20:02:790;Target;25,9362
08:20:42:537;Target;11,10605
