23:02:23:692;Target;74,66774;0,1992862;2,918259;12,13924
23:02:26:469;Target;81,1352;0,03810104;2,910651;12,13924
23:02:29:368;Target;80,78296;-0,02799232;3,11;12,13924
23:02:32:168;Target;76,58095;0,01473607;2,993797;12,13924
23:02:36:992;Target;11,48501;-0,7350211;0,9492196;12,13924
23:02:42:849;Target;74,49236;0,1314527;3,565533;12,13924
23:02:46:369;Target;71,26694;-0,06126302;3,326584;12,13924
23:02:49:836;Target;77,54174;0,06532672;3,253234;12,13924
23:02:58:849;Ground;15,93449;18,02683;0,03788443;13,67764
23:05:12:530;Target;14,64773;-1,016179;3,747665;12,13924
23:05:14:827;Target;13,66867;0,418296;4,455853;12,13924
23:05:17:151;Target;12,10138;-0,6873342;3,386503;12,13924
23:05:18:930;Target;14,6025;-0,3104531;4,199324;12,13924
23:05:20:876;Target;13,24342;-0,8042642;2,307349;12,12901
23:05:22:406;Target;12,74496;-0,644578;2,518145;12,13924
23:05:23:756;Target;13,53795;-0,6180799;3,443714;12,13924
23:05:25:074;Target;13,13525;-0,5555984;1,569385;12,13924
23:05:28:073;Target;13,02672;-0,54526;1,260224;12,13327
23:05:29:685;Target;11,79398;-0,02847173;1,694211;12,13924
23:05:31:107;Target;13,16362;-1,057192;2,87918;12,13924
23:05:32:786;Target;12,16004;-0,7240183;1,845592;12,13924
23:05:34:265;Target;12,80398;-0,7238842;2,722883;12,13924
23:05:35:786;Target;13,00216;-0,1570857;3,298247;12,13924
23:05:37:474;Target;12,67538;-0,7616943;3,886781;12,13924
23:05:38:951;Target;11,97587;-0,0587154;2,088068;12,13924
23:05:42:107;Target;13,74204;-1,17161;4,499958;12,13924
23:05:43:729;Target;13,276;0,2830235;0,6304118;12,13924
23:05:47:074;Target;12,45406;-1,293435;2,54267;12,13924
23:05:48:629;Target;12,77548;-0,6710663;2,26786;12,13924
23:05:50:474;Target;11,68013;-1,044257;2,688061;12,13924
23:05:51:809;Target;11,75519;-0,4629826;1,724808;12,13924
23:05:53:307;Target;11,8605;-0,7328815;2,021339;12,12641
23:05:54:754;Target;12,39959;-0,6439313;2,208414;12,13924
23:05:55:887;Ground;13,29164;-0,3149699;0,06235606;8,857472
23:05:58:289;Target;12,40914;-0,3543854;2,733493;12,13924
23:05:59:773;Target;12,82162;-0,9819422;2,129538;12,13924
23:06:01:633;Target;12,6565;-0,5199408;2,827959;12,13924
23:06:03:191;Target;12,2348;0,1026919;1,018487;12,13924
23:06:04:707;Target;12,84877;-1,24002;2,978899;12,13924
23:06:06:253;Target;12,05532;0,3164971;1,771408;12,13924
23:06:09:586;Target;12,23986;-0,7212925;2,781291;12,12906
23:06:10:786;Ground;12,30453;-0,5936047;0,05821693;11,5636
23:06:12:109;Target;12,75481;-0,7189397;4,162022;12,13924
23:06:13:508;Target;12,59862;-1,117901;3,365094;12,13924
23:06:14:787;Target;12,6081;0,523454;0,5123472;12,12662
23:06:16:231;Target;12,23669;-0,09471747;1,687931;12,13924
23:06:17:686;Target;12,76789;-0,1669949;2,965342;12,13015
23:06:19:154;Target;12,36003;-0,212098;2,797652;12,13924
23:06:22:332;Target;13,11625;-0,7118837;3,479673;12,13924
23:06:23:854;Target;12,78082;-0,586737;1,660584;12,13924
23:06:27:430;Target;11,69778;0,3525907;3,430187;12,13924
23:06:28:855;Target;13,07191;0,3986812;4,468132;12,13924
23:06:30:531;Target;12,09411;-0,03508531;2,989753;12,13924
23:06:34:254;Target;11,12361;0,7135067;2,522232;12,14062
23:06:35:654;Target;12,97245;-0,8334352;2,722477;12,13924
23:06:38:510;Target;12,53682;-0,09230141;2,570344;12,13924
23:06:39:787;Ground;15,11629;-3,049873;0,04187274;16,75506
23:06:40:508;Ground;13,75203;-1,873037;0,05997105;12,16339
23:08:31:966;Ground;7,734322;0,3038439;0,05416213;3,909814
23:08:35:613;Target;12,13794;0,125788;1,970181;12,13924
23:08:39:034;Target;13,04439;-1,382707;4,069882;12,13924
23:08:42:256;Target;11,80884;-0,9146129;1,061284;12,13924
23:08:45:188;Ground;8,221026;5,410006;0,05992539;1,712761
23:08:48:745;Target;12,30728;-1,08941;4,775834;12,13924
23:08:58:255;Target;11,01674;0,3727517;1,770141;12,13924
23:09:06:491;Target;11,57119;-1,679483;0,2396127;12,43132
23:09:12:465;Target;12,38658;0,7995574;3,161588;12,13924
23:09:15:554;Ground;12,08738;-0,5214398;0,06364576;10,87355
23:09:19:307;Target;12,00852;0,06811169;3,784922;12,13924
23:09:23:070;Target;11,70569;0,3702527;2,748032;12,13924
23:09:26:412;Target;12,90218;-0,6234128;3,006045;12,13924
23:09:29:533;Target;12,68202;-1,406544;1,653398;12,13924
23:09:32:654;Target;13,85786;-1,241139;3,625162;12,13924
23:09:35:632;Target;13,43301;-0,5567476;3,566003;12,13924
23:09:38:633;Target;12,50438;0,89443;2,625528;12,13924
23:09:42:533;Ground;7,122792;-3,042606;0,05934138;2,27071
23:09:45:309;fence (2);10,3578;-0,6073179;0,9353819;1,087461
23:09:48:291;fence;8,229568;-0,9990306;0,8948904;0,7607414
23:09:55:011;Ground;4,956879;0,7571093;0,06319991;0,8480943
23:12:26:350;Target;17,44805;0,1030895;5,076781;12,13924
23:12:28:649;Target;13,28129;0,8964909;2,069333;12,13924
23:12:29:749;Target;13,47602;-0,9749109;3,805838;12,13924
23:12:31:818;Target;12,93591;-0,6282097;1,424989;12,13924
23:12:33:829;Target;14,88583;-0,8530403;3,241519;12,13924
23:12:35:750;Target;16,69839;-0,5911988;3,429676;12,13924
23:12:36:695;Target;14,65572;0,542459;2,110288;12,13924
23:12:38:476;Target;16,80286;-0,7709391;2,897573;12,13924
23:12:39:616;Target;12,68978;0,04300873;3,299274;12,13924
23:12:40:350;Target;14,23486;-0,4355086;3,878314;12,129
23:12:41:228;Target;13,94699;-0,2479927;3,91742;12,12724
23:12:43:371;Target;11,85025;-0,9073765;3,724519;12,12911
23:12:45:128;Target;12,96778;-0,6533905;3,946817;12,13924
23:12:47:117;Target;14,06491;-1,002658;3,699886;12,13924
23:12:49:805;Ground;10,65242;-1,915515;0,05787306;10,37998
23:12:50:072;Target;13,75832;-1,100844;1,84075;12,13924
23:12:52:027;Target;15,59786;-0,2984624;0,3256706;12,13924
23:12:52:926;Target;14,67534;-0,2050224;2,649833;12,13924
23:12:53:772;Target;13,81762;0,4292888;1,144089;12,13924
23:12:54:550;Target;14,29225;-0,5512422;3,987739;12,13924
23:12:55:250;Target;13,52173;1,211368;1,400602;12,13924
23:12:55:951;Target;13,51873;-0,08040676;0,1226548;12,13924
23:12:57:094;Ground;16,04897;-0,1418716;0,05708356;10,50657
23:12:57:827;Ground;15,83415;-1,590404;0,03651139;24,81055
23:12:58:328;Target;13,23996;-0,7365265;2,946042;12,13924
23:12:59:074;Target;14,75284;-0,3020884;2,388363;12,13924
23:13:00:094;Target;14,63437;-0,9264677;1,872221;12,13924
23:13:00:951;Target;16,49551;-0,3018193;0,748598;12,13924
23:13:01:828;Target;18,27545;-0,9709026;3,042346;12,13924
23:13:02:851;Target;16,99389;-0,4683459;2,800403;12,13924
23:13:03:850;Target;16,8448;-0,1021287;4,786092;12,13924
23:13:04:871;Target;15,55023;-0,1976089;3,368095;12,13924
23:13:05:828;Target;16,89153;-0,6444153;3,689368;12,13924
23:13:06:551;Mesh253;2,156441;0,6200813;0,8282354;0,8685984
23:13:08:695;Target;13,80358;-1,125403;5,03298;12,13924
23:13:09:628;Target;12,87369;0,3464006;3,928301;12,13924
23:13:10:406;Target;14,16947;-0,2900293;4,088279;12,13924
23:13:11:395;Target;13,11285;0,7237684;3,799296;12,13924
23:13:12:329;Target;13,23304;-0,4309886;4,522118;12,13924
23:13:13:396;Target;12,22064;0,08547074;4,010401;12,13924
23:13:13:972;Target;13,72904;-0,01562512;2,884647;12,13924
23:13:14:775;Target;15,17737;-0,3392729;2,599262;12,13924
23:13:15:874;Target;13,6011;0,06167647;4,152308;12,13924
23:13:16:550;Ground;15,9938;-0,1799409;0,05251706;12,0586
23:13:17:505;Target;15,46077;-0,02131049;0,1578836;12,13924
23:13:18:429;Target;14,79943;-0,06525724;3,359733;12,12869
23:13:19:506;Target;12,23382;-0,01382882;2,486446;12,13924
23:13:20:997;Target;14,44453;-0,8541635;3,207738;12,13924
23:13:21:995;Target;12,90242;-0,2401287;3,094486;12,13924
23:13:22:772;Target;13,44623;-0,2699657;2,700879;12,13924
23:13:23:629;Target;13,49465;-0,734543;2,529877;12,13083
23:13:24:406;Target;13,73481;-0,1786028;2,068092;12,13924
23:13:25:519;Target;12,80042;-0,04033343;3,664855;12,13924
23:13:26:205;Ground;14,10337;-0,1666817;0,061873;11,84278
23:13:27:073;Target;13,51276;0,08496369;2,211162;12,13924
23:13:27:872;Target;14,61269;0,1427035;1,309312;12,13924
23:13:29:197;Target;12,73026;-0,3331925;5,096765;12,13924
23:13:29:673;Target;13,7628;0,4616436;2,619833;12,13924
23:13:30:750;Target;12,04049;-0,01347622;0,3885827;12,13924
23:13:31:395;Target;14,95802;-1,048902;3,93712;12,13924
23:13:32:272;Target;13,78448;0,2502009;2,191641;12,13924
23:13:33:196;Target;14,31484;-1,050834;2,347073;12,13924
23:13:34:006;Target;14,89528;-0,2690221;3,291849;12,13924
23:13:34:851;Target;15,15754;0,3015756;2,940951;12,13924
23:13:36:250;Target;12,06409;-0,1995587;4,254844;12,13924
23:13:36:873;Target;12,83035;-0,1968428;3,04526;12,12918
23:13:37:795;Target;12,62473;0,2857702;3,49683;12,13924
23:13:38:598;Target;12,99652;-0,0825945;3,090589;12,13924
23:13:39:428;Target;13,47736;-0,3053492;2,3778;12,13924
23:13:40:273;Target;15,08622;-0,5883609;3,510911;12,13924
23:13:41:107;Target;15,58296;-0,5504918;3,430937;12,13924
23:13:42:397;Target;11,81002;0,5839752;2,797368;12,13924
23:13:44:651;Ground;9,569149;-1,269739;0,03692185;7,928771
23:13:45:250;Target;15,87704;-0,562043;2,960814;12,13924
23:13:46:272;Target;15,0528;-0,4865374;4,028701;12,13924
23:13:47:094;Target;15,73207;-0,0649356;2,417876;12,13924
23:13:48:328;Target;13,49086;0,3622777;5,434744;12,13924
23:13:49:209;Target;13,29834;0,4532335;4,323941;12,13924
23:13:49:951;Target;14,50324;0,01145836;2,230845;12,12843
23:13:50:829;Target;15,31825;-0,3397577;3,179159;12,13924
23:13:51:894;Target;14,62678;-0,9227751;3,799181;12,13924
23:13:52:850;Target;14,41828;-0,5417963;3,494401;12,13924
23:13:54:073;Ground;15,54435;-0,6702121;0,05874173;16,43167
23:15:43:087;Target;14,81535;-0,3561392;4,111845;12,13924
23:15:49:032;Ground;24,78715;57,1222;0,05343648;9,076304
23:15:56:654;Ground;16,07574;-5,363325;0,01752791;3,772034
23:16:03:334;Ground;18,15577;-1,64917;0,003178507;23,82764
23:16:07:833;Ground;11,78031;-2,656535;0,04207519;10,74182
23:16:11:568;Ground;8,294844;-5,14508;0,04722883;0,9134806
23:16:14:688;Ground;6,453913;2,521385;0,05946057;-1,031198
23:16:14:946;Ground;8,659643;3,17314;0,03506486;-2,464135
23:16:14:965;Ground;7,967182;4,379632;0,03830345;-3,005544
23:16:15:609;Ground;7,22026;4,479121;0,05121455;-1,368611
23:16:15:676;Ground;8,510124;6,292817;0,04861409;-2,25825
23:16:15:731;Ground;6,490935;3,438803;0,05161496;-0,9562159
23:16:17:709;Ground;8,218575;-5,273983;0,08862212;-1,283125
23:16:18:445;Ground;6,74737;-0,4244175;0,06078111;2,386834
23:16:18:476;Mesh253;3,737108;0,3738001;0,7959214;0,9736249
23:16:19:256;Ground;6,540352;0,7496322;0,0406807;1,72133
23:16:20:111;Ground;8,589425;0,1734866;0,0573298;2,288851
23:16:20:587;Ground;8,346188;1,42618;0,06127375;0,6094143
23:16:20:665;Ground;7,948096;2,014087;0,03770164;0,6552146
23:16:20:910;fence (1);2,832318;0,9486297;0,9292502;0,5518925
23:16:21:366;Ground;7,513239;2,07497;0,04922228;-0,547932
23:16:21:466;Ground;6,372789;1,981765;0,05007709;-0,4396642
23:16:22:088;Ground;5,528472;2,008421;0,04976765;0,01381226
23:16:22:365;Ground;5,208061;1,716328;0,06252508;-0,1796922
23:16:23:213;Ground;7,303025;3,749281;0,05079674;-1,405264
23:16:23:668;Ground;7,412075;1,79725;0,04020875;-1,542282
23:16:23:765;Ground;6,579146;3,029106;0,05751896;-0,6531393
23:16:24:355;Ground;7,259933;2,942842;0,06062181;-1,003393
23:16:24:953;Ground;8,24999;3,268603;0,03528986;-2,31511
23:16:26:162;fence (1);2,981238;1,136483;0,9350216;0,592261
23:16:26:228;Ground;8,394098;1,851537;0,04627268;-1,885189
23:16:26:273;Ground;10,13912;1,596519;0,05861634;-2,005121
23:16:26:385;Ground;12,54549;3,285973;0,05792993;-4,134096
23:16:26:607;Ground;8,243442;1,50125;0,03235103;-1,858452
23:16:27:163;Ground;9,177083;2,88988;0,03563942;-2,368558
23:16:27:229;Ground;6,539649;2,690024;0,05714475;-1,157389
23:16:27:475;Mesh253;4,292631;0,3102323;0,8246153;0,6495742
23:16:28:253;Ground;7,439673;-3,728289;0,05085992;0,2720215
23:16:28:831;Ground;6,313955;3,204518;0,0630974;0,3047777
23:16:29:165;Ground;9,439294;3,655724;0,04805277;0,7782168
23:16:29:630;Ground;5,11448;1,950891;0,05713245;0,6983969
23:16:32:245;Target;15,71237;-0,4720834;4,199231;12,13924
23:16:33:255;Ground;17,46855;-21,12191;0,02697709;0,4112761
23:16:33:956;Target;13,64207;0,1052475;4,918463;12,13924
23:16:34:958;Target;15,95162;-0,1179242;2,938357;12,13053
23:16:41:768;Target;17,22114;-0,09171192;3,386356;12,13924
23:16:46:045;Target;18,70102;0,2340622;3,821788;12,12777
23:16:49:846;Target;15,87401;-0,6220328;3,479124;12,12644
23:16:53:413;Target;16,18226;-0,5116382;3,399231;12,13924
23:16:57:168;Target;13,50384;0,02436263;1,514287;12,12934
23:17:00:568;Target;16,77519;-0,6379896;5,076819;12,13139
23:17:03:890;Target;16,10148;-0,5035453;3,111797;12,13924
23:17:07:557;Target;12,41701;-0,3039283;2,927566;12,13924
