22:56:56:487;Target;65,55316;0,208;3,360061;12,13924
22:56:59:656;Target;82,16441;0,2260517;3,107994;12,13924
22:57:02:960;Target;72,90919;-0,03316627;3,193365;12,13924
22:57:05:394;Target;71,47442;0,09473541;3,013549;12,13924
22:57:07:496;Target;63,49157;0,1403627;2,999448;12,13924
22:57:09:676;Target;77,71028;-0,5845499;2,905408;12,13924
22:57:12:173;Target;77,96738;0,04344914;3,018952;12,13924
22:57:14:754;Target;75,44427;0,0499272;3,10016;12,13924
22:57:17:089;Target;70,34653;-0,2426877;2,830337;12,13924
22:57:19:681;Target;82,8006;0,2715673;3,557539;12,13924
22:57:22:587;Target;83,4405;0,1822542;2,889194;12,13924
22:57:25:230;Target;78,96822;0,1837447;3,185199;12,13924
22:57:27:430;Target;72,69364;0,3938672;3,244028;12,13924
22:57:30:007;Target;71,14475;-0,03021486;3,38025;12,13924
22:57:32:568;Target;78,60641;0,1893318;3,205735;12,13924
22:57:35:150;Target;76,50177;-0,01786111;3,089247;12,13924
22:57:37:750;Target;76,45704;0,03680735;3,092788;12,13924
22:57:40:538;Target;81,22977;0,1160192;2,955436;12,13924
22:57:43:674;Target;76,95858;-0,1666921;3,305766;12,13924
22:57:46:154;Target;76,12771;0,04546492;3,306574;12,13924
22:57:48:688;Target;73,6829;0,001989109;2,977926;12,13924
22:57:51:148;Target;82,52445;-0,04066829;3,038206;12,13924
22:57:53:630;Target;68,67142;0,0394953;2,961947;12,13924
22:57:56:275;Target;77,66049;0,1702346;2,973674;12,13924
22:57:58:830;Target;65,63725;0,1475187;3,047681;12,13924
22:58:01:547;Target;75,63336;-0,1462362;3,000722;12,13924
22:58:04:453;Target;80,914;-0,154753;3,055693;12,13924
22:58:07:309;Target;80,08202;0,3703208;3,288952;12,13924
22:58:10:498;Target;84,12612;0,04385381;2,775541;12,13924
22:58:13:152;Target;68,58486;-0,2930417;3,004375;12,13924
22:58:15:350;Target;78,02176;-0,1798564;2,770668;12,13924
22:58:17:775;Target;67,11112;0,1480953;3,059849;12,13924
23:01:32:956;Target;70,59484;-0,05302267;3,456279;12,13924
23:01:36:334;Ground;7,325095;-0,2473393;0,0604939;3,907279
23:01:39:888;Target;82,02679;0,2288637;3,299908;12,13924
23:01:42:606;Target;69,73129;0,5143034;3,437543;12,13924
23:01:45:489;Ground;7,813722;-0,5547963;0,06307108;4,73163
23:01:50:166;Ground;9,874288;-0,2384295;0,05065411;7,822948
23:01:55:289;Target;80,17596;0,02377454;2,988445;12,13924
23:01:59:290;Target;81,67406;-0,07042568;3,176098;12,13924
23:02:02:887;Target;76,29597;0,5902801;3,601134;12,13924
23:02:06:372;Target;11,23816;-0,900654;1,552778;12,13924
23:02:08:733;Target;12,36995;-0,5210153;2,488875;12,13924
23:02:11:071;Target;13,59511;-0,8446656;0,2035751;12,13924
23:02:13:410;Target;64,64594;0,4477036;2,744876;12,13924
23:02:15:972;Target;73,63083;0,08358467;3,42729;12,13924
23:02:18:755;Target;64,56757;-0,3043055;2,689586;12,13924
23:02:21:251;Target;76,23508;-0,04812815;3,452262;12,13924
