16:13:13:318;Target;13,65294
16:13:32:018;Ground;7,24079
16:13:46:297;Target;12,25243
16:14:16:119;Target;11,05115
16:14:19:540;Ground;11,03292
16:14:48:875;Target;11,98717
16:14:58:699;Ground;4,571418
