16:12:39:008;KPME23;competitive;normal;0;6;5;4;3;2;1;0
16:13:08:984;KPME23;competitive;enhanced;0;6;5;4;3;4;5;0
16:13:41:720;KPME23;competitive;magical;0;6;5;4;4;3;5;0
16:14:11:708;KPME23;exploratory;normal;75;6;6;6;6;6;6;0
16:14:44:765;KPME23;exploratory;enhanced;150;6;6;4;3;4;5;0
