03:44:39:836;Target;78,61815
03:44:50:434;Target;85,59574
03:44:55:788;Ground;10,10039
03:45:08:465;Target;75,28116
03:45:15:412;Target;82,54651
03:45:23:877;Target;69,38245
03:46:55:728;Ground;11,17229
03:46:59:707;Target;14,00445
03:47:02:673;Target;12,88824
