23:01:16:866;LUPU92;competitive;magical;32;32;3200;0,2300997;7;7;3;6;6;2;6;3;3;2;5;4;5;5;2;5
23:04:24:013;LUPU92;exploratory;magical;57;21;1925;0,6426906;7;6;2;6;6;2;7;1;7;4;5;5;5;4;4;2
23:08:12:477;LUPU92;competitive;normal;106;45;3475;1,112076;7;7;3;7;6;1;6;7;6;5;5;4;4;5;5;2
23:11:24:426;LUPU92;exploratory;normal;127;14;975;1,367124;4;5;2;4;7;7;4;3;4;5;4;4;4;5;5;1
23:15:26:042;LUPU92;competitive;enhanced;210;75;5875;1,08997;6;7;4;7;6;7;6;5;4;5;4;5;5;5;5;2
23:18:44:219;LUPU92;exploratory;enhanced;263;12;975;0,9525497;7;7;3;7;6;1;7;6;1;5;5;4;5;4;4;1
